,ticker,content
0,BHF,"Here are 5 stocks added to the Zacks Rank #5 (Strong Sell) List today:Altisource Portfolio Solutions S.A. (ASPS  -  Free Report) is an integrated service provider to real estate and mortgage industries. The Zacks Consensus Estimate for its current year earnings has been revised 11.8% downward over the last 60 days.Bay Commercial Bank (BCML  -  Free Report) is a provider of commercial banking products and services. The Zacks Consensus Estimate for its current year earnings has been revised 17.2% downward over the last 60 days.Brighthouse Financial, Inc. (BHF  -  Free Report) is a provider of annuity and life insurance products. The Zacks Consensus Estimate for its current year earnings has been revised 7.2% downward over the last 60 days.Brookfield Infrastructure Partners L.P. (BIP  -  Free Report) is an owner and operator of transport, energy and utility infrastructure business. The Zacks Consensus Estimate for its current year earnings has been revised 6.2% downward over the last 60 days.CPB Inc. (CPF  -  Free Report) is a provider of banking services. The Zacks Consensus Estimate for its current year earnings has been revised 4.9% downward over the last 30 days.View the entire Zacks Rank #5 List.
"
1,BHF,"Here are 5 stocks added to the Zacks Rank #5 (Strong Sell) List today:AutoWeb, Inc. (AUTO  -  Free Report) is a provider of automotive marketing services. The Zacks Consensus Estimate for its current year earnings has been revised 76.8% downward over the last 60 days.Brighthouse Financial, Inc. (BHF  -  Free Report) is a provider of a variety of annuity and life insurance products. The Zacks Consensus Estimate for its current year earnings has been revised 6.1% downward over the last 60 days.Compass Diversified Holdings LLC (CODI  -  Free Report) is the owner and operator of a private equity firm. The Zacks Consensus Estimate for its current year earnings has been revised 2.1% downward over the last 60 days.Credit Suisse Group AG (CS  -  Free Report) is a provider of financial services across the globe. The Zacks Consensus Estimate for its current year earnings has been revised 9.3% downward over the last 60 days.Eagle Pharmaceuticals, Inc. (EGRX  -  Free Report) is a developer of injectable products used in critical care and oncology. The Zacks Consensus Estimate for its current year earnings has been revised 3.4% downward over the last 30 days.View the entire Zacks Rank #5 List.
"
2,BHF,"Here are 5 stocks added to the Zacks Rank #5 (Strong Sell) List today:Altisource Portfolio Solutions S.A. (ASPS  -  Free Report) is an integrated service provider for the real estate and mortgage industries. The Zacks Consensus Estimate for its current year earnings has been revised 10.5% downward over the last 60 days.American Vanguard Corporation (AVD  -  Free Report) is a developer and manufacturer of specialty chemicals. The Zacks Consensus Estimate for its current year earnings has been revised 8% downward over the last 60 days.BCB Bancorp, Inc. (BCBP  -  Free Report) is a provider of banking services and products. The Zacks Consensus Estimate for its current year earnings has been revised 7.5% downward over the last 60 days.Ballard Power Systems Inc. (BLDP  -  Free Report) is a designer nad manufacturer of proton exchange membrane (PEM) fuel cell products. The Zacks Consensus Estimate for its current year earnings has been revised more than 100% downward over the last 60 days.Brighthouse Financial, Inc. (BHF  -  Free Report) is a provider of annuity and life insurance products. The Zacks Consensus Estimate for its current year earnings has been revised 6.1% downward over the last 30 days.View the entire Zacks Rank #5 List.
"
3,BHF,"Here are 5 stocks added to the Zacks Rank #5 (Strong Sell) List today:American Homes 4 Rent (AMH  -  Free Report) is a provider of single-family home rental services. The Zacks Consensus Estimate for its current year earnings has been revised 4.3% downward over the last 60 days.American International Group, Inc. (AIG  -  Free Report) is a provider of insurance products for commercial, institutional, and individual customers. The Zacks Consensus Estimate for its current year earnings has been revised 4.6% downward over the last 60 days.Ampco-Pittsburgh Corporation (AP  -  Free Report) is a manufacturer and seller of custom designed engineering products. The Zacks Consensus Estimate for its current year earnings has been revised 4.8% downward over the last 60 days.Anika Therapeutics, Inc. (ANIK  -  Free Report) is a provider of medicines for degenerative orthopedic diseases. The Zacks Consensus Estimate for its current year earnings has been revised 4.8% downward over the last 60 days.Brighthouse Financial, Inc. (BHF  -  Free Report) is a provider of annuity and life insurance products. The Zacks Consensus Estimate for its current year earnings has been revised 9.3% downward over the last 30 days.View the entire Zacks Rank #5 List.
"
4,BHF,"The fourth-quarter 2017 earnings season is in full swing with 322 members of the elite S&P 500 index having reported financial numbers already. Per the latest Earnings Outlook, performances indicate a 15% increase in total earnings on 9.2% higher revenues. The beat ratio is impressive with 79.8% companies surpassing bottom-line expectations and 77%, outperforming on the top line.On an encouraging note, the Finance sector (one of the 16 Zacks sectors) has delivered a strong performance till now. Per the Earnings Outlook, earnings grew 4.7% on 4.3% higher revenues.Industry Sneak PeekThe insurance industry, an integral component of the Finance sector, is likely to perform slightly better in the fourth quarter compared with the third one. However, insurers’ underwriting profitability is still anticipated to bear the brunt of the California wildfires in the quarter to be reported. This downside is further likely to add to the woes with the catastrophe modeling firm AIR Worldwide, estimating cat loss at approximately $10.5 billion.However, such a massive loss led insures to brave the price hike that remained flat due to a not-so-active catastrophe environment. This in turn, has even helped improving the premiums as well as driving the top line.Also, prudent underwriting practices aided insurers to weather the cat event.Net investment income, an important ingredient of an insurer’s top line, is expected to have substantially improved on the back of a rising interest rate environment. Although the interest rates have been increasing at a slower pace, the impact of rate hike is clearly visible in the insurers’ investment portfolios. Notably, the Fed kept its promise of three rate raises in 2017, the last being in December, having buoyed enough optimism among investors.Diverse product offerings, a wide geographical footprint and a strong client retention are anticipated to have enhanced insurers’ performance in the yet-to-be-reported quarter.Moreover, the tax reform policy — enacted in December 2017, slashing the tax rate to 21% from 35% — is estimated to benefit the insurance industry to a considerable degree. A lower tax rate would aid the companies’ bottom line, boosting margins directly. Additionally, the tax cut is projected to make U.S. insurers more competitive, globally.Let’s find out how the following insurers are placed ahead of quarterly releases on Feb 12.With the occurrence of the California wildfires in the fourth quarter, Loews Corporation (L  -  Free Report) is likely to have experienced higher catastrophe loss hurt the company’s underwriting profitability in the fourth quarter. Increase in expenses is anticipated to have weighed on the desired margin expansion, hurting the Multi line insurer’s overall performance in turn. Nonetheless, the company has possibly displayed better-than-expected results at Loews Hotels. Also, Diamond Offshore segment gained from higher contract drilling revenues and cost containment. (Read more: Will Catastrophe Loss Impact Loews' Earnings in Q4?)The Zacks Consensus Estimate for fourth-quarter earnings of 72 cents per share reflects an 8.9% year-over-year decrease. Loews carries a Zacks Rank #2 (Buy), increasing the predictive power of ESP.However, it’s Earnings ESP of -11.11% leaves surprise prediction inconclusive as the company needs a positive ESP to be confident about an earnings surprise. You can see the complete list of today’s Zacks #1 (Strong Buy) Rank stocks here.Loews Corporation Price and EPS Surprise Loews Corporation Price and EPS Surprise | Loews Corporation QuoteIncrease in new business as well as a solid retention at CNA Financial Corporation (CNA  -  Free Report) likely has driven a substantial improvement in net premiums earned. With the rising interest rate environment, the P&C insurer is anticipated to have reported higher net investment income. With the rising interest rate environment, the P&C insurer is anticipated to have reported higher net investment income. (Read more: Will Higher Premiums Aid CNA Financial's Q4 Earnings?)    The Zacks Consensus Estimate for earnings of 82 cents per share for the soon-to-be-reported quarter remains flat year over year. CNA Financial sports a Zacks Rank #1, which increases the predictive power of ESP. Further, combined with an Earnings ESP of +2.75%, makes us confident about an earnings surprise.CNA Financial Corporation Price and EPS Surprise CNA Financial Corporation Price and EPS Surprise | CNA Financial Corporation QuoteYou can uncover the best stocks to buy or sell before they’re reported with our Earnings ESP Filter.Arch Capital Group Ltd. (ACGL  -  Free Report) carries a Zacks Rank #3 (Hold). However, the combination of Arch Capital’s favorable Zacks Rank and an Earnings ESP of 0.00% makes surprise prediction difficult. The Zacks Consensus Estimate for fourth-quarter earnings of $1.13 per share remains flat year over year.Arch Capital Group Ltd. Price and EPS Surprise Arch Capital Group Ltd. Price and EPS Surprise | Arch Capital Group Ltd. QuoteBrighthouse Financial, Inc. (BHF  -  Free Report) carries a Zacks Rank of 2. The Zacks Consensus Estimate for earnings is pegged at $2.11 per share for the to-be-reported period. The combination of Brighthouse Financial’s bullish Zacks Rank and an Earnings ESP of +2.27% makes us confident about an earnings surprise this time around.Brighthouse Financial, Inc. Price and EPS Surprise Brighthouse Financial, Inc. Price and EPS Surprise | Brighthouse Financial, Inc. QuoteThe Hottest Tech Mega-Trend of AllLast year, it generated $8 billion in global revenues. By 2020, it's predicted to blast through the roof to $47 billion. Famed investor Mark Cuban says it will produce ""the world's first trillionaires,"" but that should still leave plenty of money for regular investors who make the right trades early.See Zacks' 3 Best Stocks to Play This Trend >>
"
5,BHF,"Loews Corporation (L  -  Free Report) is slated to report fourth-quarter 2017 results on Feb 12 before the market opens. Last quarter, the company delivered a positive earnings surprise of 2200.00%.Let’s see, how things are shaping up for this announcement.Factors to be Considered This QuarterWith the occurrence of the California wildfires in the fourth quarter, Loews is likely to have experienced higher catastrophe loss in the soon-to-be-reported quarter. This in turn might hurt the company’s underwriting profitability and also render volatility to its earnings. In fact, the Zacks Consensus Estimate for fourth-quarter earnings is pegged at 72 cents per share, reflecting an 8.9% year-over-year decline.Moreover, increase in expenses is anticipated to have weighed on the desired margin expansion, hurting the Multi line insurer’s overall performance in turn.Nonetheless, the company has possibly displayed better-than-expected results at Loews Hotels in the soon-to-be-reported period. In fact, this particular segment has benefitted from higher equity income from Universal Orlando joint-venture properties, reflected in the segment’s improved earnings and revenues.Additionally, the company’s Diamond Offshore (DO  -  Free Report) segment gained from higher contract drilling revenues and cost containment. The yet-to-be reported quarter is estimated to have experienced these favorable factors leading to higher contribution from Diamond Offshore.Earnings WhispersOur proven model does not conclusively show that Loews is likely to beat on earnings this quarter. This is because a stock needs to have both a positive Earnings ESP and a favorable Zacks Rank #1 (Strong Buy), 2 (Buy) or 3 (Hold) for this to happen. But that is not the case here as you will see below.Zacks ESP: Loews has an Earnings ESP of -11.11%. You can uncover the best stocks to buy or sell before they are reported with our Earnings ESP Filter.Loews Corporation Price and EPS Surprise  Loews Corporation Price and EPS Surprise | Loews Corporation Quote Zacks Rank: Loews holds a Zacks Rank #2, which increases the predictive power of ESP. However, a company needs a positive ESP to be confident about an earnings surprise. Thus, this combination leaves surprise prediction inconclusive.We caution against all Sell-rated stocks (#4 or 5) going into the earnings announcement, especially when the company is seeing negative estimate revisions.Stocks to ConsiderSome stocks worth considering from the finance sector with the right combination of elements to surpass estimates this time around are as follows:Brighthouse Financial, Inc. (BHF  -  Free Report) is set to report fourth-quarter earnings on Feb 12. The company has an Earnings ESP of +2.27% and a Zacks Rank of 2. You can see the complete list of today’s Zacks #1 Rank stocks here.Sun Life Financial Inc. (SLF  -  Free Report) has an Earnings ESP of +0.71% and a Zacks Rank #3. The company is slated to release fourth-quarter earnings on Feb 14.The Hottest Tech Mega-Trend of AllLast year, it generated $8 billion in global revenues. By 2020, it's predicted to blast through the roof to $47 billion. Famed investor Mark Cuban says it will produce ""the world's first trillionaires,"" but that should still leave plenty of money for regular investors who make the right trades early.See Zacks' 3 Best Stocks to Play This Trend >>
"
6,BHF,"We expect CNA Financial Corporation (CNA  -  Free Report) to surpass expectations in fourth-quarter 2017 results before the market opens on Feb 12.Why a Likely Positive Surprise?Our proven model shows that CNA Financial has the right combination of the two key ingredients to beat estimates this quarter.Zacks ESP: CNA Financial has an Earnings ESP of +2.75%. This is because the Most Accurate estimate of 84 cents is higher than the Zacks Consensus Estimate of 82 cents. The positive ESP indicates a likely earnings surprise. You can uncover the best stocks to buy or sell before they’re reported with our Earnings ESP Filter.CNA Financial Corporation Price and EPS Surprise  CNA Financial Corporation Price and EPS Surprise | CNA Financial Corporation Quote Zacks Rank: CNA Financial sports a Zacks Rank #1 (Strong Buy), which increases the predictive power of ESP as stocks with a favorable Zacks Rank of 1, #2 (Buy) or 3 (Hold) along with a positive Earnings ESP have significantly higher chances of an earnings beat.Conversely, the Sell-rated stocks (#4 or 5) should never be considered going into an earnings announcement, especially when the company is seeing negative estimate revisions.  Factors Driving the Better-Than-Expected EarningsCNA Financial is likely to have witnessed a substantial improvement in net premiums earned in the soon-to-be-reported quarter, fueled by an increase in new business as well as a solid retention. In fact, the Zacks Consensus Estimate for the metric in the period is pegged at $1.8 billion, reflecting a 1.3% rise from the prior-year quarter.Given the impressive track record of maintaining combined ratio at favorable levels in spite of a challenging operating environment, the property and casualty (P&C) insurer might have experienced improvement in the same. This upside signified a superior underwriting discipline. The Zacks Consensus Estimate for the combined ratio is pegged at 99%, representing an improvement of 100 basis points on a year-over-year basis.Additionally, with the rising interest rate environment, the P&C insurer is anticipated to have reported higher net investment income. Also, improved limited partnership returns are estimated to have contributed to this increase in investment income.However, being a P&C insurer, CNA Financial has possibly incurred higher catastrophe loss due to the California wildfires occurring during the fourth quarter. This in turn might affect the company’s underwriting profitability, hampering the insurer’s overall performance to an extent.Also, the company probably has incurred higher expenses, primarily due to increasing net incurred claims and benefits and amortization of deferred acquisition costs. This rise in expenses is likely to restrict the operating margin expansion, hurting the company’s overall profitability in turn.Other Stocks to ConsiderSome other stocks worth considering from the finance sector with the right combination of elements to exceed estimates this time around are as follows:Brighthouse Financial, Inc. (BHF  -  Free Report) is set to report fourth-quarter earnings on Feb 12. The stock has an Earnings ESP of +2.27% and a Zacks Rank #2. You can see the complete list of today’s Zacks #1 Rank stocks here.Sun Life Financial Inc. (SLF  -  Free Report) has an Earnings ESP of +0.71% and a Zacks Rank #3. The company is slated to release fourth-quarter earnings on Feb 14.Ares Management, L.P. (ARES  -  Free Report) has an Earnings ESP of +7.14% and a Zacks Rank of 3. The company is scheduled to announce fourth-quarter earnings on Feb 15.The Hottest Tech Mega-Trend of AllLast year, it generated $8 billion in global revenues. By 2020, it's predicted to blast through the roof to $47 billion. Famed investor Mark Cuban says it will produce ""the world's first trillionaires,"" but that should still leave plenty of money for regular investors who make the right trades early.See Zacks' 3 Best Stocks to Play This Trend >>
"
7,BHF,"Investors are always looking for stocks that are poised to beat at earnings season and Brighthouse Financial, Inc. (BHF  -  Free Report) may be one such company. The firm has earnings coming up pretty soon, and events are shaping up quite nicely for their report.That is because Brighthouse Financial is seeing favorable earnings estimate revision activity as of late, which is generally a precursor to an earnings beat. After all, analysts raising estimates right before earnings—with the most up-to-date information possible—is a pretty good indicator of some favorable trends underneath the surface for BHF in this report.In fact, the Most Accurate Estimate for the current quarter is currently at $2.14 per share for BHF, compared to a broader Zacks Consensus Estimate of $2.11 per share. This suggests that analysts have very recently bumped up their estimates for BHF, giving the stock a Zacks Earnings ESP of +1.33% heading into earnings season.Brighthouse Financial, Inc. Price and EPS Surprise Brighthouse Financial, Inc. Price and EPS Surprise | Brighthouse Financial, Inc. QuoteWhy is this Important?A positive reading for the Zacks Earnings ESP has proven to be very powerful in producing both positive surprises, and outperforming the market. Our recent 10 year backtest shows that stocks that have a positive Earnings ESP and a Zacks Rank #3 (Hold) or better show a positive surprise nearly 70% of the time, and have returned over 28% on average in annual returns (see more Top Earnings ESP stocks here).Given that BHF has a Zacks Rank #2 (Buy) and an ESP in positive territory, investors might want to consider this stock ahead of earnings. You can see the complete list of today’s Zacks #1 Rank (Strong Buy) stocks here.Clearly, recent earnings estimate revisions suggest that good things are ahead for Brighthouse Financial, and that a beat might be in the cards for the upcoming report.Will You Make a Fortune on the Shift to Electric Cars?Here's another stock idea to consider. Much like petroleum 150 years ago, lithium power may soon shake the world, creating millionaires and reshaping geo-politics. Soon electric vehicles (EVs) may be cheaper than gas guzzlers. Some are already reaching 265 miles on a single charge.With battery prices plummeting and charging stations set to multiply, one company stands out as the #1 stock to buy according to Zacks research.It's not the one you think.See This Ticker Free >>
"
8,BHF,"The fourth-quarter earnings season has kicked off with 21 of the elite S&P 500 index members having already reported results. Earnings of these companies grew 34.3% on 71.4% higher revenues per the Earnings Outlook. The Finance sector has kick-started its earnings on Jan 12. Earnings are expected to increase 2.8% on 2.4% higher revenues. This is an improvement from the preceding quarter’s performance as the third quarter was impacted by soft performance from the insurance industry due to a series of hurricanes that was devastating.  A Silver Lining in the CloudHowever, the fourth quarter was not as badly affected as the third quarter. Though the period is estimated to suffer due to California wildfires, the magnitude is softer than that of Hurricane Harvey, which wreaked havoc last August, followed by Irma and Maria as well as the Mexican earthquakes. Per a report released by The California Department of Insurance, insurance claims have crossed $9.4 billion while catastrophe modeling firm AIR Worldwide estimated that the loss could be about $10.5 billion.Nonetheless, insurers, having already suffered the bruise in the third quarter are likely to have weathered the fourth quarter cat loss too. Nevertheless, underwriting profitability must have suffered due to the Californian wildfires.Though increasing catastrophes will induce fluctuation in the underwriting results, insurers have braced themselves with prudent underwriting practices to withstand the loss to some extent.Also, insurers have braved some rate hikes that have remained flat for quite some time due to a not-so-active catastrophe environment.Improving Rate EnvironmentAmid bad news, there are reasons for insurers to cheer. The Fed kept its promise for three rate hikes in 2017. Since December 2016, four rate hikes have been made and the interest rate now stands at 1.25-1.50%. Also, the outgoing Fed chairperson Janet Yellen reiterated the expectation to raise rates thrice in 2018 and twice in 2019. Owing to a gradually improving rate environment, investment results have also markedly improved from the historical lows.Tax Reforms    President Donald Trump has signed the Tax Cuts and Jobs Act into law on Dec 22, 2017. The tax reform policy, an overhaul of the tax code after 31 years lowers the corporate tax burden to 20% from 35%. This move is likely act as an impetus, aiding margin expansion. Per the Earnings Outlook, estimates for 2018 and 2019 have started moving north with the expected 2018 earnings growth going up by two points since the law’s enactment.However, due to reduction in tax rates, insurers are writing down deferred tax assets that in turn will adversely impact their risk-based capitalization levels and also reduce net income.Encouraging Economic DataAn improving employment situation, inflation approaching 2%, easing of the U.S. dollar and a momentum in oil prices point toward a better economic scenario.Fed officials expect unemployment to decline to 3.9% in 2018 and 2019. GDP is predicted to grow at 2.5% in 2018 and 23.1% in 2019. Inflation rate is estimated at 1.9% in 2018 and 2% in 2019.A reviving housing market is expected to boost insurable exposures and premiums written. Stronger corporate bonds and an improving real estate market might help curtail the credit-related investment loss.Price PerformanceThe insurance industry has scored better than the S&P 500 index since the onset of the fourth quarter, riding on core strength and a favorable macro environment. While the industry has gained 7.1%, the elite index has risen 5.5%. Industry RankThe Insurance industry is further divided into five components and all of them fall within the top half (industries with the best average Zacks Rank) of the the Zacks Industry Rank.Life at #36, Accident & Health at #51, Property and Casualty at #65, Multiline is ranked at #73, Brokerage at #76, all fall in the top slot.Stocks to ConsiderStrategic initiatives to have a diversified portfolio, mergers and consolidation to accelerate growth and expand globally, prudent underwriting, capital influx and an effective capital deployment to enhance shareholders’ value position insurers on a solid base against all odds.With the help of the Zacks Stock Screener, we shortlisted four insurance stocks carrying a bullish Zacks Rank, a solid Growth Score, witnessing upward estimate revisions over the last 30 days and boasting long-term earnings growth of at least 7%. Shares of these companies have also gained more than 5% over the last 12 weeks. You can see the complete list of today’s Zacks #1 Rank (Strong Buy) stocks here.The Progressive Corporation (PGR  -  Free Report) provides personal and commercial property-casualty insurance and other specialty property-casualty insurance and related services, primarily in the United States.Zacks Rank #1Growth Score of BLTG: 12.2%The Zacks Consensus Estimate for 2018 has been raised 8.1%3-Month Price Gain: 15.78%Cigna Corporation (CI  -  Free Report) provides insurance and related products and services in the United States and internationallyZacks Rank of 2Growth Score of ALTG: 12.7%The Zacks Consensus Estimate for 2018 has been raised 1.4%3-Month Price Gain: 9.4%Selective Insurance Group, Inc. (SIGI  -  Free Report) provides insurance products and services in the United States.Zacks Rank of 2Growth Score of BLTG: 17.7%The Zacks Consensus Estimate for 2018 has been raised 15.6%3-Month Price Gain: 6.4%Brighthouse Financial, Inc. (BHF  -  Free Report) provides life insurance and annuity solutions in the United States.Zacks Rank of 2Growth Score of BLTG: 13.3%The Zacks Consensus Estimate for 2018 has been raised 8.5%3-Month Price Gain: 5.4%Zacks Editor-in-Chief Goes ""All In"" on This StockFull disclosure, Kevin Matras now has more of his own money in one particular stock than in any other. He believes in its short-term profit potential and also in its prospects to more than double by 2019. Today he reveals and explains his surprising move in a new Special Report.Download it free >>
"
9,BHF,"The New Year has been dominated by cryptocurrencies and blockchain technology, with unlikely companies such as Kodak  jumping on the bandwagon after announcing its new KODAKCoin and KODAKOne platform.Just ten days into 2018, retail powers have also fared well. Many retailers reported solid holiday shopping results, which helped lift shares of major U.S. chains including Sears , Macy’s (M  -  Free Report), Kohl’s (KSS  -  Free Report) and Target (TGT  -  Free Report) (also read: Why Retail Stocks Like Sears, Macy's & Kohl's Are Surging).With that said, other companies outside of these trendy industries have also performed well. Let’s take a look at three surging stocks that are worth considering right now:1.      SS&C Technologies Holdings, Inc. (SSNC  -  Free Report)This investment and financial management technology firm, which focuses on software and related services, saw its stock price soar over 11.50% on Wednesday to hit a new 52-week high of $47.12 per share. SS&C Technologies’ climb comes after reports surfaced that the company is in advanced talks to buy DST Systems Inc  for about $84 per share in cash. According to Reuters, a potential deal could be announced as early as this week.SS&C is currently a Zacks Rank #2 (Buy). The firm is also currently trading at a respectable 19.23x earnings, which marks a major discount compared to the “Computer - Software” industry average.On top of that, SS&C’s cash flow growth rate of 42.54% crushes its industry’s average and could help facilitate moves such as the company’s current DST acquisition talks. Looking ahead, the company’s full-year 2017 earnings are projected to jump 17.68% and hit $1.93 per share, based on our current Zacks Consensus Estimates.2.       Intuitive Surgical, Inc. (ISRG  -  Free Report)Intuitive Surgical stock hit a new 52-week high of $425.71 per share after the company saw its stock price pop over 6% on Wednesday. The movement comes after the robotic-assisted surgical equipment firm announced strong preliminary fourth quarter and full-year 2017 results. Intuitive now expects to post Q4 revenues of $892 million, which would mark an 18% year-over-year jump.The company is currently a Zacks Rank #2 (Buy) and earned a “B” grade for Growth in our Style Scores system. Our current Zacks Consensus Estimates call for Intuitive’s 2017 earnings to hit $8.71 per share, which would mark a nearly 17% climb from the year-ago period. On top of that, the company’s current cash flow growth rate of 19.82% crushes the “Medical – Instruments” industry’s 4.32% average and could help Intuitive continue to innovate going forward.3.       Brighthouse Financial, Inc. (BHF  -  Free Report)This provider of annuities and life insurance established by MetLife (MET) saw its stock price jump over 4.50%. Brighthouse’s climb comes just days after MetLife announced the launch of two insurance-based investment companies for start-up companies: MetLife Digital Ventures and MetLife Digital Accelerator.Brighthouse is currently a Zacks Rank #2 (Buy) and rocks an overall “A” VGM score, supported by an “A” grade for Value and “B” grades for Growth and Momentum in our Style Scores system. The company is currently trading at 6.41x earnings, which is almost a 50% discount compared to its industry’s average. On top of that, Brighthouse’s 0.53 P/B ratio falls well below the “Insurance – Life Insurance” industry average. Looking ahead to 2018, the company’s full-year EPS is projected to skyrocket 538% to reach $9.63 per share, based on current Zacks Consensus Estimates.Looking for Stocks with Skyrocketing Upside?Zacks has just released a Special Report on the booming investment opportunities of legal marijuana.Ignited by new referendums and legislation, this industry is expected to blast from an already robust $6.7 billion to $20.2 billion in 2021. Early investors stand to make a killing, but you have to be ready to act and know just where to look.See the pot trades we're targeting>>
"
