,ticker,content
0,EL,estee lauder el see welcome improvement relative strength rs rating wednesday upgrade re research best stock buy watch keep close eye relative price strength ibd unique rating track share price action worst best score rating show stock price behavior last week stack other stock database decade market research reveal stock go make biggest gain often have rs rating launch biggest price move see ibd help make more money stock be not ideal buy point right now see manage form break proper base earning grow last quarter prior report revenue also increase company hold rank peer cosmetic personal care industry group medifast med be rank stock group get newsletter deliver inbox more info product service privacy policy term useget instant access more trading idea exclusive stock list ibd proprietary rating only also stock rise relative strength ratingswhy use ibd relative strength rating relative strength line help judge stock
1,EL,relative strength rs rating el paso electric ee moved new percentile wednesday get lift look best stock buy watch keep close eye relative price strength unique rating track technical performance show stock price movement last week compare other stock database year market history show top perform stock often have higher rs rating early stage move see el paso electric continue show renew price strength hit benchmark look best stock buy watch start hereel paso electric be still buy zone breaking past buy point cup handle proper buy range be initial entry once stock hit benchmark best set buy opportunity company report ep growth most recent report sale growth come company earn rank peer utility electric power industry group aes aes firstenergy fe entergy etr be top highly rate stock group get newsletter deliver inbox more info product service privacy policy term also stock be show rise relative strength use ibd relative strength rating relative strength line help judge stock
2,EL,helen troy hele stock boom cosmetic health household product maker post double beat revise outlook upward monday helen troy earning rocket share far fiscal first quarter view accord zack investment research revenue slip cane estimate consolidated net sale increase online sale jump firm raise full year adjust ep target cent follow cent beat helen troy stock gap stock market today rival estee lauder el rise nu skin nus be natural health trend nhtc retreat get newsletter deliver inbox more info product service privacy policy term usehelen troy stock rocket far buy point week consolidation marketsmith analysis show breakaway gap investor buy stock open price case be helen troy big move come couple year sideway movement management get work transformation strategy relative strength line have be long downtrend result rs line track stock performance vs index be now month high be particularly pleased see healthy customer replenishment follow strong sell product prior quarter ceo julien mininberg say press release sweeter mix leadership brand timing marketing spend further efficiency generate share service initiative contribute higher adjust operate margin business segment helen troy develop market consumer brand name health home product houseware beauty nutritional stock boast ibd composite rating mean be top stock base key fundamental technical metric addition relative strength rating be solid get instant access more trading idea exclusive stock list ibd proprietary rating only also be interested ibd stock day wingstop near new buy point run stock jump start bell big techs set early pacebullish surprise stock index dash higher company be now outperform stock make money stock used slim investing system
3,EL,relative strength rs rating el paso electric ee moved new percentile wednesday get lift try find best stock buy watch keep close eye relative price strength ibd unique rs rating measure market leadership show stock price movement last week compare other stock database year market history reveal market biggest winner often have rs rating least early stage move see el paso electric continue show renew price strength hit benchmark see ibd help make more money stocksel paso electric be buy zone climb buy point cup handle proper buy range be initial entry once stock hit benchmark best set buy opportunity el paso electric post earning growth last quarter sale growth come el paso electric earn rank peer utility electric power industry group aes aes huaneng power international hnp great plain energy gxp be top highly rate stock group get newsletter deliver inbox more info product service privacy policy term also ibd stock rating upgrade rise relative strengthwhy use ibd relative strength rating relative strength line help judge stock
4,EL,advanced micro device amd have be tear lately putt bottom latest base early april veteran chip stock have post week row hit price level not see january judge monday action buyer aren tired yet stock be now extend sharply past buy point large deep double bottom base be worth keep stock watch list here be reason stock rise many week row be show something special fund manager be serious accumulate stock wonder amd accumulation distribution rating have also shot see ibd stock checkup fundamental be get white hot intel intc rival cpus advanced micro incorporate end year red ink earn cent share last year street see earning soar cent share year rise cent power solid profitability big sale first quarter advanced micro post jump revenue increase top growth prior quarters gross margin jump basis point vs year quarter santa clara calif company cut operate expense ratio sale pc gaming adoption new high performance product continue accelerate ceo lisa su say news release advanced micro be clearly gain traction area gpus graphic processor firm compute graphic segment vault offset slide sale enterprise embed semi custom business unit point make sense watch stock take rest flash follow entry point stock first pullback week move average take week move average be rise rapidly sharply current share price week tight pattern offer potential follow buy point so far such formation elsewhere stock today estee lauder el cool monday gain more prior week gain enabled cosmetic giant rise past buy point nicely symmetrical cup handle buy zone go autodesk adsk muscle past buy point week flat base show mild correction head toe expert computer aid design software manufacturer snap quarter streak loss earn cent share fiscal first quarter end april sale picked autodesk latest flat base be part base base first base month double bottom featured buy point fleetcor technology flt also featured ibd stock day column gap powerfully open rise much share be still buy range clear proper entry long flat base fuel card provider have expand business transaction market outside fuel market new acquisition key new market include toll corporate payment lodging fleetcor have deliver decent solid double digit profit sale growth quarters row related ibd gain edge use techniquewhat be week tight chart pattern help make money latest investor corner
5,EL,last week top stock show strength moved solidly friday job report related stock market gain now notable stock be approach potential entry stock market today include dow stock boee ba xboee be approach cup handle buy point accord marketsmith chart analysis share advanced monday report airplane maker be expect order dreamliner dow stock be midst big move october current base structure be later stage base late stage basis have less upside earlier stage week stock moved past early entry handle entry only viewable daily chart latest quarter earning sale growth come respectively get newsletter deliver inbox more info product service privacy policy term useestee lauder el have rally back day line steep sell early now stock be trading just shape cup handle buy point share find necessary support day line friday potential flaw be stock relative strength line descend rapidly conjunction stock price early even stock have re-cover old high rs line still have good deal work ahead hit new high base be shallow enough also be interpreted flat base buy point cosmetic maker boast quarters accelerate revenue growth most recent quarter time period lead brokerage firm td ameritrade amtd be rally back day line flat base entry loom ahead share have strong move cup handle september financial have be weak last several week rival interactive broker ibkr be trigger sell signal flat base buy point td ameritrade earning sale grow respectively vs year period downside stock have weak accumulation distribution rating rating measure institutional buy selling last week tip make investment decision be sure check current market condition use ibd stock checkup see stock get pass rating most important fundamental technical criterium get ongoing chart analysis alert buy sell signal check leaderboard swingtrader related day more stock hit ibd include lululemonthese top stock elite screen be buy rangedow jone industrial average dow stock news analysisapple big show broadcom earning lead investing action plan
6,EL,ulta beauty ulta beauty product salon chain report first quarter earning close bell beat expectation company second quarter outlook come analyst be look xestimate jump earning share revenue accord zack investment research same store sale be expect rise accord consensus metrix result earning share net sale rise same store sale rise company forecast second quarter net sale estimate project ep forecast ulta say expect same store sale increase slowdown period year first quarter year stock share drop hour stock market today skin care makeup giant estee lauder el be unchanged late thursday buy point flat base estee lauder close lower get newsletter deliver inbox more info product service privacy policy term useulta tend be cautious sale forecast even same store sale rise ulta have be compete high expectation shrink room error beauty product discounting concern slow sale margin sign amazon advance further beauty product market help sink ulta stock last year share have rebound april piper jaffray analyst erinn murphy research note date monday say company stand benefit popularity skin care product rollout prestige boutique cite healthy traffic ulta store stabilize promotional activity competitive price cut compare last year other positive quarter chain spring have be prefer beauty destination average income teenager sephora walmart wmt accord piper jaffray research company online traffic sale have also increase ulta beauty have long be pitch gem retail sector customer sample skin care other product firsthand have be ulta location get hair eyebrow do thus analyst have argue ulta have immunity threat big online retailer amazon amzn walmart inched close finishing lower be day line amazon be unchanged hour stock finished day share amazon be still range handle cup base buy point be interested ulta beauty show improve relative price performance still shy benchmarkulta beauty amazon take stride other directionulta beauty get technical rating upgrade
7,EL,thursday estee lauder el get upgrade ibd smartselect composite rating new score indicate company be now outperform stock term most important fundamental technical stock pick criterium winning stock often have higher rating early stage new price run estee lauder be currently extend proper buy zone clear entry flat base look best stock buy watch start stock sport ep rating mean recent quarterly longer term annual earning growth be outpace stock accumulation distribution rating show roughly equal amount buy selling institutional investor last week company post earning gain sale growth increase prior quarter company have now post accelerate growth last quarters estee lauder hold rank peer cosmetic personal care industry group usana health science usna weight watcher international wtw be also group highest rate stock related company be now outperform stock
8,EL,keep watch list date be key make money stock market ibd help do regularly update stock screen ibd sector leader ibd big cap ipo leader table see stock have just be add remove list ibd display video id
9,EL,ibd stock list be regularly update add new stock watch well weed have start show weakness table ll see stock have be add remove list ibd sector leader ibd big cap screen be
